48,0.19,1744.79
48,0.20,1674.23
48,0.20,1677.08
48,0.20,1679.55
48,0.20,1714.73
48,0.31,1067.71
48,0.31,1068.35
48,0.31,1071.54
48,0.31,1073.23
48,0.31,1078.63
48,0.31,1089.28
48,0.32,1034.97
48,0.32,1041.04
48,0.32,1041.36
48,0.32,1041.63
48,0.32,1041.66
48,0.32,1044.17
48,0.32,1044.89
48,0.32,1045.23
48,0.32,1046.57
48,0.32,1054.70
48,0.32,1060.18
48,0.32,1061.35
48,0.33,1002.86
48,0.33,1004.00
48,0.33,1004.84
48,0.33,1004.99
48,0.33,1005.84
48,0.33,1009.33
48,0.33,1009.44
48,0.33,1010.14
48,0.33,1011.10
48,0.33,1013.53
48,0.33,1013.87
48,0.33,1018.97
48,0.34,977.79
48,0.34,982.95
48,0.34,983.50
48,0.34,985.26
48,0.34,985.80
48,0.34,986.81
48,0.34,986.92
48,0.34,988.38
48,0.34,993.13
48,0.34,995.00
48,0.34,995.63
48,0.35,953.11
48,0.35,959.97
48,0.35,961.90
48,0.35,967.04
48,0.35,970.43
48,0.35,971.97
48,0.36,939.85
48,0.38,891.66
48,0.48,701.37
