24-02 00:42:25,0.000,2459.679,8416.096
24-02 00:42:26,24.0,24427.0,8477.0
24-02 00:42:27,24.0,24749.0,7204.0
24-02 00:42:28,24.0,24948.0,6754.0
24-02 00:42:29,24.0,24945.0,6748.0
24-02 00:42:30,24.0,24989.0,6757.0
24-02 00:42:31,24.0,24959.0,6751.0
24-02 00:42:32,24.0,24942.0,6741.0
24-02 00:42:33,24.0,24955.0,6743.0
24-02 00:42:34,24.0,24958.0,6744.0
24-02 00:42:35,24.0,24979.0,6816.0
24-02 00:42:36,24.0,24914.0,6736.0
24-02 00:42:37,24.0,24985.0,6744.0
24-02 00:42:38,24.0,24961.0,6745.0
24-02 00:42:39,24.0,24956.0,6747.0
24-02 00:42:40,24.0,24946.0,6742.0
24-02 00:42:41,24.0,24953.0,6739.0
24-02 00:42:42,24.0,24953.0,6747.0
24-02 00:42:43,24.0,24962.0,6752.0
24-02 00:42:44,24.0,24923.0,6745.0
24-02 00:42:45,24.0,24979.0,6749.0
24-02 00:42:46,24.0,24960.0,6749.0
24-02 00:42:47,24.0,24983.0,6785.0
24-02 00:42:48,24.0,24951.0,6741.0
24-02 00:42:49,24.0,24946.0,6744.0
24-02 00:42:50,24.0,24955.0,6749.0
24-02 00:42:51,24.0,24926.0,6743.0
24-02 00:42:52,24.0,24975.0,6744.0
24-02 00:42:53,24.0,24953.0,6742.0
24-02 00:42:54,24.0,24951.0,6744.0
24-02 00:42:55,24.0,24961.0,6746.0
24-02 00:42:56,24.0,24942.0,6744.0
24-02 00:42:57,24.0,24954.0,6738.0
24-02 00:42:58,24.0,24914.0,6742.0
24-02 00:42:59,24.0,25030.0,6805.0
24-02 00:43:00,24.0,24934.0,6754.0
24-02 00:43:01,24.0,24946.0,6742.0
24-02 00:43:02,24.0,24951.0,6739.0
24-02 00:43:03,24.0,24952.0,6746.0
24-02 00:43:04,24.0,24953.0,6748.0
24-02 00:43:05,24.0,24954.0,6746.0
24-02 00:43:06,24.0,24935.0,6754.0
24-02 00:43:07,24.0,24979.0,6743.0
24-02 00:43:08,24.0,24950.0,6745.0
24-02 00:43:09,24.0,24470.0,6892.0
24-02 00:43:10,24.0,24733.0,6944.0
24-02 00:43:11,24.0,24972.0,6787.0
24-02 00:43:12,24.0,24958.0,6736.0
24-02 00:43:13,24.0,24919.0,6741.0
24-02 00:43:14,24.0,24998.0,6755.0
24-02 00:43:15,24.0,24945.0,6739.0
24-02 00:43:16,24.0,24957.0,6745.0
24-02 00:43:17,24.0,24953.0,6735.0
24-02 00:43:18,24.0,24949.0,6741.0
24-02 00:43:19,24.0,24951.0,6753.0
24-02 00:43:20,24.0,24948.0,6741.0
24-02 00:43:21,24.0,24931.0,6741.0
24-02 00:43:22,1.0,24026.0,6499.0
