1,17.54,76.54
2,10.44,128.53
4,5.23,256.67
8,2.64,507.45
12,1.81,742.09
16,1.91,701.29
24,1.36,988.78
32,1.10,1217.45
40,1.57,854.95
44,1.54,869.17
52,1.63,824.33
