1,4.58,73.29
2,2.70,124.15
4,1.36,245.82
8,0.70,482.34
12,0.46,723.75
16,0.36,934.60
24,0.34,993.55
32,0.27,1238.08
40,0.22,1501.74
44,0.21,1595.59
48,0.19,1720.92
52,0.28,1195.20
