32,1.11,1204.06
32,1.11,1204.10
32,1.11,1204.14
32,1.11,1204.93
32,1.11,1205.16
32,1.11,1205.17
32,1.11,1205.34
32,1.11,1205.51
32,1.11,1205.82
32,1.11,1206.41
32,1.11,1206.73
32,1.11,1206.78
32,1.11,1206.82
32,1.11,1206.84
32,1.11,1206.87
32,1.11,1207.42
32,1.11,1207.77
32,1.11,1208.37
32,1.11,1208.48
32,1.11,1208.61
32,1.11,1209.32
32,1.11,1209.32
32,1.11,1209.47
32,1.11,1209.78
32,1.11,1209.96
32,1.11,1209.97
32,1.11,1210.11
32,1.11,1210.15
32,1.11,1210.69
32,1.11,1212.87
32,1.11,1212.94
32,1.11,1213.16
32,1.11,1213.52
32,1.11,1214.15
32,1.12,1194.32
32,1.12,1202.41
32,1.12,1203.06
32,1.12,1203.42
32,1.12,1203.47
32,1.15,1170.53
32,1.16,1160.37
32,1.24,1085.15
32,1.26,1067.10
32,1.38,975.14
32,1.39,966.23
32,1.42,943.95
32,1.52,880.35
32,1.53,875.92
32,1.53,876.59
32,1.55,865.15
32,1.55,865.90
32,1.55,867.53
32,1.55,868.72
32,1.56,862.06
32,1.59,846.68
32,1.59,846.71
