48,0.10,641.58
48,0.10,642.80
48,0.10,645.93
48,0.11,615.39
48,0.11,617.69
48,0.11,631.74
48,0.11,634.38
48,0.13,494.51
48,0.13,530.61
48,0.15,445.78
48,0.17,390.55
48,0.20,338.51
48,0.24,278.58
48,0.26,253.40
48,0.33,203.60
48,0.33,203.73
48,0.36,185.05
48,0.41,162.24
48,0.42,156.88
48,0.46,146.25
48,0.48,137.83
48,0.54,123.52
48,0.55,120.61
48,0.57,116.64
48,0.57,116.91
48,0.59,113.60
48,0.61,108.47
48,0.62,107.42
48,0.70,95.77
48,0.79,84.04
48,0.85,78.50
48,0.86,77.57
48,0.86,77.96
48,0.91,73.24
48,0.92,72.36
48,0.93,71.89
48,0.96,69.64
48,1.00,66.33
48,1.08,61.91
48,1.16,57.60
48,1.19,55.85
48,1.26,52.86
48,1.30,51.29
48,1.33,50.06
48,1.34,49.85
48,1.37,48.52
48,1.37,48.74
48,1.40,47.62
48,1.40,47.73
48,1.51,44.00
48,1.51,44.24
48,1.66,40.22
48,1.71,38.87
48,1.77,37.71
48,1.80,37.11
48,1.80,37.11
48,1.84,36.29
48,1.85,36.05
48,1.86,35.80
48,1.98,33.63
48,1.98,33.63
48,1.99,33.49
48,2.00,33.29
48,2.01,33.17
48,2.03,32.80
48,2.13,31.28
48,2.14,31.12
48,2.15,31.02
48,2.20,30.32
48,2.26,29.50
48,2.31,28.88
48,2.32,28.75
48,2.33,28.65
48,2.34,28.44
48,2.41,27.69
48,2.58,25.81
48,2.63,25.32
48,2.67,24.96
48,2.67,24.99
48,2.73,24.40
48,2.75,24.24
48,2.93,22.72
48,2.96,22.51
48,3.01,22.11
48,3.01,22.14
48,3.05,21.85
48,3.10,21.50
48,3.11,21.44
48,3.13,21.31
48,3.16,21.09
48,3.18,20.99
48,3.21,20.75
48,3.26,20.42
48,3.29,20.26
48,3.36,19.82
48,3.37,19.77
48,3.46,19.24
48,3.50,19.04
48,3.59,18.55
48,3.62,18.39
48,3.65,18.24
48,3.69,18.05
48,3.79,17.59
48,3.87,17.22
48,4.13,16.14
48,4.78,13.96
48,5.02,13.27
48,5.03,13.25
48,5.03,13.25
48,5.04,13.22
