24,0.14,10480.85
24,0.15,10118.29
24,0.16,9124.84
24,0.16,9210.02
24,0.16,9212.77
24,0.16,9212.97
24,0.16,9257.17
24,0.16,9308.98
24,0.16,9530.74
24,0.17,8648.32
24,0.17,8756.44
24,0.17,8820.91
24,0.17,8837.90
24,0.17,8855.35
24,0.17,8976.60
24,0.18,8091.36
24,0.18,8301.42
24,0.18,8331.91
24,0.18,8424.68
24,0.19,7800.68
24,0.19,7825.53
24,0.19,7867.66
24,0.19,7894.06
24,0.19,7957.05
24,0.19,8046.03
24,0.20,7455.07
24,0.20,7635.55
24,0.21,7053.45
24,0.21,7170.20
24,0.21,7266.81
24,0.21,7272.20
24,0.22,6760.63
24,0.22,6891.31
24,0.22,6910.88
24,0.23,6470.35
24,0.23,6572.50
24,0.26,5863.14
24,0.27,5503.62
24,0.31,4788.60
24,0.33,4517.84
24,0.40,3737.21
24,0.81,1856.14
