24,0.31,1072.10
24,0.32,1060.20
24,0.33,1004.76
24,0.33,1008.40
24,0.33,1009.61
24,0.33,1010.69
24,0.33,1011.77
24,0.33,1014.11
24,0.33,1014.14
24,0.33,1016.66
24,0.33,1016.72
24,0.33,1017.03
24,0.33,1017.68
24,0.33,1017.70
24,0.33,1017.88
24,0.33,1017.97
24,0.33,1018.11
24,0.33,1018.78
24,0.33,1018.96
24,0.33,1019.55
24,0.33,1019.71
24,0.33,1019.83
24,0.33,1021.60
24,0.33,1022.16
24,0.33,1022.48
24,0.34,973.23
24,0.35,968.15
24,0.36,928.00
24,0.36,932.74
24,0.39,850.49
24,0.39,852.28
24,0.41,823.31
24,0.42,799.80
24,0.47,712.84
