48,0.03,24.22
48,0.04,15.69
48,0.04,18.21
48,0.05,12.04
48,0.05,12.35
48,0.05,13.59
48,0.06,11.10
48,0.07,9.65
48,0.07,9.94
48,0.08,8.58
48,0.09,6.98
48,0.09,7.10
48,0.09,7.32
48,0.10,6.27
48,0.10,6.28
48,0.10,6.28
48,0.10,6.28
48,0.10,6.29
48,0.10,6.29
48,0.10,6.30
48,0.10,6.30
48,0.10,6.30
48,0.10,6.30
48,0.10,6.30
48,0.10,6.31
48,0.10,6.31
48,0.10,6.32
48,0.10,6.33
48,0.10,6.35
48,0.10,6.35
48,0.10,6.36
48,0.10,6.37
48,0.10,6.37
48,0.10,6.37
48,0.10,6.37
48,0.10,6.38
48,0.10,6.39
48,0.10,6.39
48,0.10,6.39
48,0.10,6.43
48,0.10,6.46
48,0.10,6.46
48,0.10,6.46
48,0.10,6.47
48,0.10,6.47
48,0.10,6.48
48,0.10,6.48
48,0.10,6.50
48,0.10,6.53
48,0.10,6.53
48,0.10,6.54
48,0.10,6.54
48,0.10,6.54
48,0.10,6.54
48,0.10,6.54
48,0.10,6.54
48,0.10,6.54
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.55
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.56
48,0.10,6.57
48,0.10,6.57
48,0.10,6.57
48,0.10,6.57
48,0.10,6.57
48,0.10,6.58
48,0.10,6.58
48,0.10,6.64
48,0.10,6.64
48,0.10,6.66
48,0.10,6.74
48,0.10,6.74
48,0.10,6.75
48,0.11,5.97
48,0.11,6.06
48,0.11,6.11
48,0.11,6.12
48,0.11,6.13
48,0.11,6.16
48,0.11,6.18
48,0.11,6.19
48,0.11,6.19
48,0.11,6.21
48,0.11,6.21
