ep,431,C,294.15,29.20, Time in seconds =                   294.15,C,  Mop/s total     =                    29.20, NAS Parallel Benchmarks (NPB3.3-SER) - EP Benchmark,    F77          = gfortran,    FFLAGS       = -O -O2,,
ep,641,C,293.46,29.27, Time in seconds =                   293.46,C,  Mop/s total     =                    29.27, NAS Parallel Benchmarks (NPB3.3-SER) - EP Benchmark,    F77          = gfortran,    FFLAGS       = -O -O2,,
ep,652,C,231.61,37.09, Time in seconds =                   231.61,C,  Mop/s total     =                    37.09, NAS Parallel Benchmarks (NPB3.3-SER) - EP Benchmark,    F77          = gfortran,    FFLAGS       = -O -O2,,
ep,662,C,317.97,27.02, Time in seconds =                   317.97,C,  Mop/s total     =                    27.02, NAS Parallel Benchmarks (NPB3.3-SER) - EP Benchmark,    F77          = gfortran,    FFLAGS       = -O -O2,,
