is,431,B,32,32,3.32,101.19, Time in seconds =                     3.32,B,  Mop/s total     =                   101.19,,,,    MPICC        = mpicc,
is,641,B,32,32,2.29,146.63, Time in seconds =                     2.29,B,  Mop/s total     =                   146.63,,,,    MPICC        = mpicc,
