is,431,S,16,16,0.00,431.11, Time in seconds =                     0.00,S,  Mop/s total     =                   431.11,,,,    MPICC        = mpicc,
is,641,S,16,16,0.00,559.15, Time in seconds =                     0.00,S,  Mop/s total     =                   559.15,,,,    MPICC        = mpicc,
