is,431,24,A,24,0.08,1024.74, Time in seconds =                     0.08,A,  Mop/s total     =                  1024.74,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,1,A,1,0.94,89.60, Time in seconds =                     0.94,A,  Mop/s total     =                    89.60,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,12,A,12,0.12,678.64, Time in seconds =                     0.12,A,  Mop/s total     =                   678.64,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,16,A,16,0.08,998.06, Time in seconds =                     0.08,A,  Mop/s total     =                   998.06,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,2,A,2,0.56,150.81, Time in seconds =                     0.56,A,  Mop/s total     =                   150.81,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,24,A,24,0.07,1213.66, Time in seconds =                     0.07,A,  Mop/s total     =                  1213.66,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,32,A,32,0.11,790.51, Time in seconds =                     0.11,A,  Mop/s total     =                   790.51,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,4,A,4,0.28,301.79, Time in seconds =                     0.28,A,  Mop/s total     =                   301.79,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,40,A,40,0.09,895.52, Time in seconds =                     0.09,A,  Mop/s total     =                   895.52,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,44,A,44,0.11,757.60, Time in seconds =                     0.11,A,  Mop/s total     =                   757.60,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,52,A,52,0.12,687.96, Time in seconds =                     0.12,A,  Mop/s total     =                   687.96,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,641,8,A,8,0.14,589.06, Time in seconds =                     0.14,A,  Mop/s total     =                   589.06,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,1,A,1,0.77,108.46, Time in seconds =                     0.77,A,  Mop/s total     =                   108.46,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,12,A,12,0.10,875.84, Time in seconds =                     0.10,A,  Mop/s total     =                   875.84,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,16,A,16,0.09,908.42, Time in seconds =                     0.09,A,  Mop/s total     =                   908.42,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,2,A,2,0.40,207.32, Time in seconds =                     0.40,A,  Mop/s total     =                   207.32,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,24,A,24,0.07,1277.66, Time in seconds =                     0.07,A,  Mop/s total     =                  1277.66,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,32,A,32,0.05,1596.01, Time in seconds =                     0.05,A,  Mop/s total     =                  1596.01,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,4,A,4,0.26,322.03, Time in seconds =                     0.26,A,  Mop/s total     =                   322.03,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,40,A,40,0.05,1814.03, Time in seconds =                     0.05,A,  Mop/s total     =                  1814.03,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,44,A,44,0.09,905.43, Time in seconds =                     0.09,A,  Mop/s total     =                   905.43,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,52,A,52,0.07,1154.15, Time in seconds =                     0.07,A,  Mop/s total     =                  1154.15,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
is,652,8,A,8,0.14,618.26, Time in seconds =                     0.14,A,  Mop/s total     =                   618.26,,,,    CC           = icc,    CFLAGS       = -O2 -openmp
