1,7.21,2698.50
2,3.77,5155.76
4,1.99,9783.20
8,1.09,17793.15
12,0.91,21423.67
16,1.22,15946.56
24,1.12,17347.67
32,29.06,669.67
40,1.32,14776.73
44,1.38,14104.10
52,1.40,13907.10
