1,138.39,62.07
2,69.10,124.31
4,34.66,247.81
8,17.29,496.67
12,11.55,743.42
16,10.37,828.04
24,7.96,1079.60
32,6.05,1420.40
40,6.96,1234.48
44,6.65,1292.23
52,6.36,1351.34
