1,0.04,1890.51
2,0.02,3071.19
4,0.06,1040.20
8,0.09,746.61
12,0.08,802.05
16,0.09,715.81
24,0.09,737.75
32,0.10,635.46
40,0.20,339.21
44,0.13,529.43
52,0.12,533.28
