mg,431,A,16,16,0.49,8019.09, Time in seconds =                     0.49,A,  Mop/s total     =                  8019.09,,    MPIF77       = mpif77,    FFLAGS       = -O -O3,,    FLINKFLAGS   = -O -O3
mg,641,A,16,16,0.20,19342.52, Time in seconds =                     0.20,A,  Mop/s total     =                 19342.52,,    MPIF77       = mpif77,    FFLAGS       = -O -O3,,    FLINKFLAGS   = -O -O3
