is,431,A,16,16,0.15,549.99, Time in seconds =                     0.15,A,  Mop/s total     =                   549.99,,,,    MPICC        = mpicc,
is,641,A,16,16,0.08,1011.37, Time in seconds =                     0.08,A,  Mop/s total     =                  1011.37,,,,    MPICC        = mpicc,
