is,431,A,0.75,111.20, Time in seconds =                     0.75,A,  Mop/s total     =                   111.20, NAS Parallel Benchmarks (NPB3.3-SER) - IS Benchmark,,,    CC           = gcc,    CFLAGS       = -O -O3
is,641,A,0.92,91.06, Time in seconds =                     0.92,A,  Mop/s total     =                    91.06, NAS Parallel Benchmarks (NPB3.3-SER) - IS Benchmark,,,    CC           = gcc,    CFLAGS       = -O -O3
is,652,A,0.76,110.31, Time in seconds =                     0.76,A,  Mop/s total     =                   110.31, NAS Parallel Benchmarks (NPB3.3-SER) - IS Benchmark,,,    CC           = gcc,    CFLAGS       = -O -O3
is,662,A,1.02,81.94, Time in seconds =                     1.02,A,  Mop/s total     =                    81.94, NAS Parallel Benchmarks (NPB3.3-SER) - IS Benchmark,,,    CC           = gcc,    CFLAGS       = -O -O3
