cg,652,A,0.94,1597.01, Time in seconds =                     0.94,A,  Mop/s total     =                  1597.01, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,0.95,1571.94, Time in seconds =                     0.95,A,  Mop/s total     =                  1571.94, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,0.96,1559.60, Time in seconds =                     0.96,A,  Mop/s total     =                  1559.60, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,0.98,1530.27, Time in seconds =                     0.98,A,  Mop/s total     =                  1530.27, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,1.07,1402.18, Time in seconds =                     1.07,A,  Mop/s total     =                  1402.18, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,1.21,1239.44, Time in seconds =                     1.21,A,  Mop/s total     =                  1239.44, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,1.22,1229.50, Time in seconds =                     1.22,A,  Mop/s total     =                  1229.50, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,1.24,1202.01, Time in seconds =                     1.24,A,  Mop/s total     =                  1202.01, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,1.27,1176.89, Time in seconds =                     1.27,A,  Mop/s total     =                  1176.89, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
cg,652,A,1.40,1066.69, Time in seconds =                     1.40,A,  Mop/s total     =                  1066.69, NAS Parallel Benchmarks (NPB3.3-SER) - CG Benchmark,    F77          = gfortran,    FFLAGS       = -O,,
