mg,431,A,32,32,0.76,5122.45, Time in seconds =                     0.76,A,  Mop/s total     =                  5122.45,,    MPIF77       = mpif77,    FFLAGS       = -O -O3,,    FLINKFLAGS   = -O -O3
mg,641,A,32,32,1.14,3414.72, Time in seconds =                     1.14,A,  Mop/s total     =                  3414.72,,    MPIF77       = mpif77,    FFLAGS       = -O -O3,,    FLINKFLAGS   = -O -O3
