is,431,A,8,8,0.17,484.17, Time in seconds =                     0.17,A,  Mop/s total     =                   484.17,,,,    MPICC        = mpicc,
is,641,A,8,8,0.14,600.41, Time in seconds =                     0.14,A,  Mop/s total     =                   600.41,,,,    MPICC        = mpicc,
