1,6.91,77.75
2,4.10,130.93
4,2.02,265.32
8,1.03,521.45
12,0.86,626.46
16,0.69,774.77
24,0.46,1158.08
32,0.35,1522.35
40,0.27,1953.12
44,0.36,1495.15
52,0.42,1288.90
